zpaint.jpg,Ninja Thrift Store Outfit,A transitional period for Kill and his wardrobe.
thePearl.jpg,The Pearl,The ominous implications of picking up something presented to you so wide in the open.
universe.jpg,Of The Universe,"Appears at the very end of the art piece Universe, created in 2009"
