title,category,edition,price,us,can,int,size,status,file1,file2,file3,purchaseLink1,purchaseLink2,purchaseLink3,description
Wretch,art,20,15,4,6,10,6 x 9&quot;,cs,wretch.jpg,wretch_back.jpg,,https://buy.stripe.com/4gwaH8cfxa3z9lSdRb,https://buy.stripe.com/00g8z07Zh5NjgOk00j,https://buy.stripe.com/3cs7uW6Vd2B7eGccN6,"Art Print 1 of 3 from the series Wherever We May Roam. <br><br> &quot;Kill is on his way out of an infectious tunnel of genital meat. He exercises safety in exploration through what is wretched, as should any of us in anything as such throughout our daily existence. This is true whether what is wretched is our environment or our very own self.&quot;"
Wretch,art,20,15,4,6,10,6 x 9&quot;,a,wretch.jpg,wretch_back.jpg,,https://buy.stripe.com/4gwaH8cfxa3z9lSdRb,https://buy.stripe.com/00g8z07Zh5NjgOk00j,https://buy.stripe.com/3cs7uW6Vd2B7eGccN6,"Art Print 1 of 3 from the series Wherever We May Roam. <br><br> &quot;Kill is on his way out of an infectious tunnel of genital meat. He exercises safety in exploration through what is wretched, as should any of us in anything as such throughout our daily existence. This is true whether what is wretched is our environment or our very own self.&quot;"
Wretch,art,20,15,4,6,10,6 x 9&quot;,so,wretch.jpg,wretch_back.jpg,,https://buy.stripe.com/4gwaH8cfxa3z9lSdRb,https://buy.stripe.com/00g8z07Zh5NjgOk00j,https://buy.stripe.com/3cs7uW6Vd2B7eGccN6,"Art Print 1 of 3 from the series Wherever We May Roam. <br><br> &quot;Kill is on his way out of an infectious tunnel of genital meat. He exercises safety in exploration through what is wretched, as should any of us in anything as such throughout our daily existence. This is true whether what is wretched is our environment or our very own self.&quot;"
