epic.jpg,The Epic,"One of Kill's finer moments, sans the sandals."
nightmareconcept.jpg,Nightmare,A preliminary drawing for a large scale digital painting.
returninggaze.jpg,Gaze into Darkness,What is out there?
samurai.jpg,Limbo Samurai,A battle where nobody knows.
raspynova2.jpg,Kill in the era of Alura Nova.,
raspy.jpg,Kill in his most raspy form.,
raspysketch.jpg,The sketch version of Kill in his most raspy form.,
raspynova.jpg,Kill in the era of Alura Nova.,
